image_path,text
D:\code\vit-gpt2\bigdata\geoimage_data\geo_1021.png,花岗岩野外及岩相学照片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_1022.png,黑云母二长花岗岩和花岗闪长岩的锆石阴极发光图像
D:\code\vit-gpt2\bigdata\geoimage_data\geo_1023.png,表性野外露头照片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_1024.png,表性岩石正交偏光下显微照片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_1025.png,典型锆石图像比值及年龄激光斑束直径
D:\code\vit-gpt2\bigdata\geoimage_data\geo_1026.png,花岗岩和基性捕虏体野外及显微照片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_1027.png,剪切带富碱侵入岩的镜下特征
D:\code\vit-gpt2\bigdata\geoimage_data\geo_1028.png,剪切带富碱侵入岩中榍石
D:\code\vit-gpt2\bigdata\geoimage_data\geo_1029.png,盖吉夏石英二长闪长玢岩显微特征
D:\code\vit-gpt2\bigdata\geoimage_data\geo_1030.png,盖吉夏石英二长闪长玢岩锆石阴极发光图像和测试点位
D:\code\vit-gpt2\bigdata\geoimage_data\geo_1031.png,矿物显微照片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_1032.png,结壳熔岩的显微岩相照片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_1033.png,动力结晶实验产物的显微岩相
D:\code\vit-gpt2\bigdata\geoimage_data\geo_1034.png,样品显微照片处理过程图状态
D:\code\vit-gpt2\bigdata\geoimage_data\geo_1035.png,群主要岩石矿物组合显微照片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_1036.png,关群主要岩石矿物组合显微照片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_1037.png,托克赛石榴角闪岩与围岩宏观特征及显微特征
D:\code\vit-gpt2\bigdata\geoimage_data\geo_1038.png,表性锆石阴极发光图像
D:\code\vit-gpt2\bigdata\geoimage_data\geo_1039.png,表性独居石颗粒背散射图像
D:\code\vit-gpt2\bigdata\geoimage_data\geo_1040.png,白道峪剖面内发育的各种形态的组构
D:\code\vit-gpt2\bigdata\geoimage_data\geo_1041.png,白道峪剖面中发育的伸展褶劈理的显微形态单偏光下
D:\code\vit-gpt2\bigdata\geoimage_data\geo_1042.png,中溶解再沉淀结构显微照片和扫描电镜图像
D:\code\vit-gpt2\bigdata\geoimage_data\geo_1043.png,熔体形成矿物的形态与分布
D:\code\vit-gpt2\bigdata\geoimage_data\geo_1044.png,碲铋化物的固溶体出溶结构
D:\code\vit-gpt2\bigdata\geoimage_data\geo_1045.png,壳幔核分层结构
D:\code\vit-gpt2\bigdata\geoimage_data\geo_1046.png,作用与退火结构
D:\code\vit-gpt2\bigdata\geoimage_data\geo_1047.png,中微孔隙金微孔隙碲显微照片和扫描电镜图像
D:\code\vit-gpt2\bigdata\geoimage_data\geo_1048.png,老虎场龚店剖面上出露的各类岩石
D:\code\vit-gpt2\bigdata\geoimage_data\geo_1049.png,闪长玢岩岩心照片及显微镜下照片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_1050.png,金顶砂泥岩和晚三叠世地层叠置关系及中段铅锌矿化特征
D:\code\vit-gpt2\bigdata\geoimage_data\geo_1051.png,平伟晶岩中铍的磷酸盐矿物组合
D:\code\vit-gpt2\bigdata\geoimage_data\geo_1052.png,伊曼群中二云母石英片岩和白云母二长花岗岩的野外露头及镜下照片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_1053.png,测试样品的年龄分布直方图和锆石年龄谐和图
D:\code\vit-gpt2\bigdata\geoimage_data\geo_1054.png,沉积岩野外及镜下照片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_1055.png,岩野外及镜下照片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_1056.png,表性锆石的阴极发光照片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_1057.png,色日巴彦敖包组测年样品野外露头及镜下照片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_1058.png,色日巴彦敖包组锆石阴极发光图像示年龄
D:\code\vit-gpt2\bigdata\geoimage_data\geo_1059.png,研究区橄榄岩包体野外产状
D:\code\vit-gpt2\bigdata\geoimage_data\geo_1060.png,研究区橄榄岩包体手标本及显微照片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_1061.png,含暗色包体的花岗质岩体野外特征及镜下照片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_1062.png,含暗色包体的花岗质岩体样品中典型锆石的图像示年龄及同位素组成
D:\code\vit-gpt2\bigdata\geoimage_data\geo_1063.png,橄榄岩捕虏体的手标本特征和扫描薄片及石榴石在单偏光显微镜下的岩相学特征
D:\code\vit-gpt2\bigdata\geoimage_data\geo_1064.png,石榴石原始次变边背散射图像
D:\code\vit-gpt2\bigdata\geoimage_data\geo_1065.png,次变边背散射图像
D:\code\vit-gpt2\bigdata\geoimage_data\geo_1066.png,乌珠新乌苏花岗岩正交偏光镜下特征
D:\code\vit-gpt2\bigdata\geoimage_data\geo_1067.png,蛇盘兔与龙须门岩石显微照片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_1068.png,蛇盘兔与龙须门岩体锆石照片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_1069.png,独石口变辉长闪长岩野外照片和显微照片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_1070.png,铍矿化点野外露头照片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_1071.png,铍矿化点典型样品照片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_1072.png,铁锰矿化和铅锌矿化图蚀变岩中日光榴石的背散射电子图像
D:\code\vit-gpt2\bigdata\geoimage_data\geo_1073.png,铁锰矿化和铅锌矿化蚀变岩中硅铍石的背散射电子图像左及对应的阴极发光图像右
D:\code\vit-gpt2\bigdata\geoimage_data\geo_1074.png,铅锌矿化和铁锰矿化蚀变岩中羟硅铍石的背散射电子图像
D:\code\vit-gpt2\bigdata\geoimage_data\geo_1075.png,赤城红旗营子群岩石出露和构造接触关系据修改
D:\code\vit-gpt2\bigdata\geoimage_data\geo_1076.png,岩岩相学特征
D:\code\vit-gpt2\bigdata\geoimage_data\geo_1077.png,部分锆石阴极发光图像
D:\code\vit-gpt2\bigdata\geoimage_data\geo_1078.png,碱海子玛珥火口内缘基浪堆积
D:\code\vit-gpt2\bigdata\geoimage_data\geo_1079.png,辉腾梁海子航拍图
D:\code\vit-gpt2\bigdata\geoimage_data\geo_1080.png,宝音图群石榴角闪岩的野外露头特征
D:\code\vit-gpt2\bigdata\geoimage_data\geo_1081.png,宝音图群石榴角闪岩显微岩相学特征
D:\code\vit-gpt2\bigdata\geoimage_data\geo_1082.png,中岩石矿石显微照片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_1083.png,晚石炭世辉长岩花岗岩系列野外和显微照片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_1084.png,赋矿围岩与闪锌矿黄铜矿球粒
D:\code\vit-gpt2\bigdata\geoimage_data\geo_1085.png,金属矿物产出状态
D:\code\vit-gpt2\bigdata\geoimage_data\geo_1086.png,细粒闪长岩脉与大理岩接触带一侧发育闪锌矿和方铅矿
D:\code\vit-gpt2\bigdata\geoimage_data\geo_1087.png,表性矽卡岩及矿石特征
D:\code\vit-gpt2\bigdata\geoimage_data\geo_1088.png,表性图像
D:\code\vit-gpt2\bigdata\geoimage_data\geo_1089.png,岩野外特征
D:\code\vit-gpt2\bigdata\geoimage_data\geo_1090.png,岩岩石学岩相学特征
D:\code\vit-gpt2\bigdata\geoimage_data\geo_1091.png,和野外及显微镜下照片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_1092.png,典型锆石图像
D:\code\vit-gpt2\bigdata\geoimage_data\geo_1093.png,型花岗岩的岩相学特征
D:\code\vit-gpt2\bigdata\geoimage_data\geo_1094.png,黑云母二长花岗岩及细粒闪长岩的岩相学特征
D:\code\vit-gpt2\bigdata\geoimage_data\geo_1095.png,黑云母二长花岗岩及细粒闪长岩的部分锆石图像示年龄
D:\code\vit-gpt2\bigdata\geoimage_data\geo_1096.png,高级变质岩野外及岩相学特征
D:\code\vit-gpt2\bigdata\geoimage_data\geo_1097.png,构造带宏观构造特征
D:\code\vit-gpt2\bigdata\geoimage_data\geo_1098.png,构造带宏观构造特征
D:\code\vit-gpt2\bigdata\geoimage_data\geo_1099.png,构造带显微构造特征
D:\code\vit-gpt2\bigdata\geoimage_data\geo_1100.png,构造带显微构造特征
D:\code\vit-gpt2\bigdata\geoimage_data\geo_1101.png,野外和手标本照片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_1102.png,矽卡岩和矿石显微照片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_1103.png,赋矿白云岩及不同类型矿石手标本照片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_1104.png,稀土矿物独居石及氟碳铈矿显微镜及图像
D:\code\vit-gpt2\bigdata\geoimage_data\geo_1105.png,第类磷灰石岩相学特征
D:\code\vit-gpt2\bigdata\geoimage_data\geo_1106.png,第类磷灰石岩相学特征
D:\code\vit-gpt2\bigdata\geoimage_data\geo_1107.png,第类磷灰石岩相学特征
D:\code\vit-gpt2\bigdata\geoimage_data\geo_1108.png,白云鄂博早期构造与碳酸岩及其相关蚀变
D:\code\vit-gpt2\bigdata\geoimage_data\geo_1109.png,白云鄂博碳酸岩侵入特征和岩浆流动构造
D:\code\vit-gpt2\bigdata\geoimage_data\geo_1110.png,综合地球物理探测示意图
D:\code\vit-gpt2\bigdata\geoimage_data\geo_1111.png,碳酸岩野外照片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_1112.png,白云鄂博粗粒碳酸岩及其镜下矿物
D:\code\vit-gpt2\bigdata\geoimage_data\geo_1113.png,白云鄂博碳酸岩围岩的构造样式
D:\code\vit-gpt2\bigdata\geoimage_data\geo_1114.png,岩体中粗粒花岗岩和维拉斯托岩体斑状细粒碱长花岗岩显微镜下照片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_1115.png,岩体中粗粒花岗岩和维拉斯托岩体斑状细粒碱长花岗岩锆石阴极发光图示测点位置及对应年龄
D:\code\vit-gpt2\bigdata\geoimage_data\geo_1116.png,研究区晚三叠世早侏罗世花岗岩部分测定锆石的图像
D:\code\vit-gpt2\bigdata\geoimage_data\geo_1117.png,主成矿阶段矿石岩相学特征
D:\code\vit-gpt2\bigdata\geoimage_data\geo_1118.png,矿石矿物组成及结构相关显微照片背散射
D:\code\vit-gpt2\bigdata\geoimage_data\geo_1119.png,含银褐铁矿背散射图像及其主要元素波谱面扫描图像
D:\code\vit-gpt2\bigdata\geoimage_data\geo_1120.png,共生的蓝辉铜矿闪锌矿方铅矿背散射图像及其主要元素波谱面扫描图像
D:\code\vit-gpt2\bigdata\geoimage_data\geo_1121.png,硒银矿和雅硫铜矿背散射图像及其主要元素波谱
D:\code\vit-gpt2\bigdata\geoimage_data\geo_1122.png,梁围岩蚀变特征
D:\code\vit-gpt2\bigdata\geoimage_data\geo_1123.png,梁主要矿物组合
D:\code\vit-gpt2\bigdata\geoimage_data\geo_1124.png,锡林郭勒熔岩台地地貌
D:\code\vit-gpt2\bigdata\geoimage_data\geo_1125.png,片麻状花岗岩野外和正交显微镜下照片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_1126.png,黄岗梁萤石及其围岩照片和显微照片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_1127.png,石榴夕线黑云片岩含石榴钙硅酸盐岩
D:\code\vit-gpt2\bigdata\geoimage_data\geo_1128.png,云母片岩中锆石的阴极发光图像和分析点位置与
D:\code\vit-gpt2\bigdata\geoimage_data\geo_1129.png,曲水岩基才纳花岗闪长岩中的暗色岩浆包体群
D:\code\vit-gpt2\bigdata\geoimage_data\geo_1130.png,曲水岩基中的同侵位岩墙
D:\code\vit-gpt2\bigdata\geoimage_data\geo_1131.png,曲水岩基花岗质岩体与暗色岩浆包体中的角闪石
D:\code\vit-gpt2\bigdata\geoimage_data\geo_1132.png,遥感地质图和伟晶岩露头照片据徐兴旺等修正
D:\code\vit-gpt2\bigdata\geoimage_data\geo_1133.png,塔什萨依花岗岩伟晶岩系统典型岩石矿石的标本与显微照片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_1134.png,岔路口黑云母花岗岩及其伴生的花岗伟晶岩的野外露头和显微照片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_1135.png,吐格曼层状岩体遥感影像与露头照片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_1136.png,阿亚格岩体边部二云母花岗岩钠长花岗岩花岗伟晶岩与围岩接触关系
D:\code\vit-gpt2\bigdata\geoimage_data\geo_1137.png,侏罗系阿合组含裂缝岩石微观特征图
D:\code\vit-gpt2\bigdata\geoimage_data\geo_1138.png,野外宏观构造特征
D:\code\vit-gpt2\bigdata\geoimage_data\geo_1139.png,大水峪韧性剪切带镜下显微构造
D:\code\vit-gpt2\bigdata\geoimage_data\geo_1140.png,饶拔寨石榴辉石岩锆石包裹体图像
D:\code\vit-gpt2\bigdata\geoimage_data\geo_1141.png,饶拔寨石榴辉石岩显微照片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_1142.png,石榴辉石岩锆石阴极发光图像
D:\code\vit-gpt2\bigdata\geoimage_data\geo_1143.png,古硐井群野外露头照片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_1144.png,古硐井群碎屑岩样品镜下特征
D:\code\vit-gpt2\bigdata\geoimage_data\geo_1145.png,表性锆石
D:\code\vit-gpt2\bigdata\geoimage_data\geo_1146.png,糜棱岩化二长花岗岩图野外露头及显微特征
D:\code\vit-gpt2\bigdata\geoimage_data\geo_1147.png,糜棱岩化二长花岗岩锆石阴极发光图及测试点位和年龄
D:\code\vit-gpt2\bigdata\geoimage_data\geo_1148.png,岩块与基质的混杂特征及不同类型蛇绿岩的野外特征
D:\code\vit-gpt2\bigdata\geoimage_data\geo_1149.png,基性熔岩与斜长花岗岩的正交偏光显微镜下特征
D:\code\vit-gpt2\bigdata\geoimage_data\geo_1150.png,二长花岗岩的野外露头手标本及显微特征
D:\code\vit-gpt2\bigdata\geoimage_data\geo_1151.png,二长花岗岩野外露头手标本及显微特征
D:\code\vit-gpt2\bigdata\geoimage_data\geo_1152.png,斑岩体野外和正交偏光下显微照片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_1153.png,岩体和蛮子营岩体野外及显微照片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_1154.png,宽坪变碎屑岩野外及其正交偏光镜下特征
D:\code\vit-gpt2\bigdata\geoimage_data\geo_1155.png,含石榴子石石英片岩中石榴子石成分特征
D:\code\vit-gpt2\bigdata\geoimage_data\geo_1156.png,宽坪变碎屑岩中锆石的图像
D:\code\vit-gpt2\bigdata\geoimage_data\geo_1157.png,榴闪岩野外产状及显微照片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_1158.png,榴闪岩锆石图像示不同微区年龄
D:\code\vit-gpt2\bigdata\geoimage_data\geo_1159.png,阿尔金花岗岩类野外露头照片及显微镜下照片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_1160.png,阿尔金花岗岩类锆石阴极发光图像
D:\code\vit-gpt2\bigdata\geoimage_data\geo_1161.png,晚侏罗世花岗质岩石野外露头及显微照片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_1162.png,基性岩产状及岩相学特征
D:\code\vit-gpt2\bigdata\geoimage_data\geo_1163.png,研究区石炭纪二叠纪侵入岩镜下特征
D:\code\vit-gpt2\bigdata\geoimage_data\geo_1164.png,岩浆岩野外及镜下照片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_1165.png,缘洛峪群崔庄组页岩野外照片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_1166.png,崔庄组样品背散射图像和矿物组成
D:\code\vit-gpt2\bigdata\geoimage_data\geo_1167.png,铝粘土矿野外照片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_1168.png,铝粘土矿典型矿物镜下特征
D:\code\vit-gpt2\bigdata\geoimage_data\geo_1169.png,铝粘土矿主要矿物扫描电镜和电子背散射图
D:\code\vit-gpt2\bigdata\geoimage_data\geo_1170.png,矿石镜下矿物组合照片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_1171.png,各阶段硫化物和部分副矿物扫描电镜背散射图像
D:\code\vit-gpt2\bigdata\geoimage_data\geo_1172.png,第阶段独居石照片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_1173.png,粗面英安岩野外岩相特征
D:\code\vit-gpt2\bigdata\geoimage_data\geo_1174.png,粗面英安岩正交偏光下显微岩相学特征
D:\code\vit-gpt2\bigdata\geoimage_data\geo_1175.png,铝土矿典型矿石样品镜下照片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_1176.png,铝土矿主要矿物形貌特征及赋存形态的图像
D:\code\vit-gpt2\bigdata\geoimage_data\geo_1177.png,铝土矿矿石中碎屑矿物和微生物形貌特征及赋存形态的图像
D:\code\vit-gpt2\bigdata\geoimage_data\geo_1178.png,熔蚀结构
D:\code\vit-gpt2\bigdata\geoimage_data\geo_1179.png,岩浆岩样品的野外及其显微照片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_1180.png,岩浆岩部分锆石阴极发光图像
D:\code\vit-gpt2\bigdata\geoimage_data\geo_1181.png,中志留世晚泥盆世岩浆岩的宏观左和显微右特征
D:\code\vit-gpt2\bigdata\geoimage_data\geo_1182.png,研究区中志留世晚泥盆世岩浆岩图像
D:\code\vit-gpt2\bigdata\geoimage_data\geo_1183.png,研究区中二叠世中三叠世中基性岩浆岩宏观和显微特征
D:\code\vit-gpt2\bigdata\geoimage_data\geo_1184.png,研究区中二叠世中三叠世中基性岩浆岩锆石阴极发光图
D:\code\vit-gpt2\bigdata\geoimage_data\geo_1185.png,岩的手标本照片以及镜下岩相学特征
D:\code\vit-gpt2\bigdata\geoimage_data\geo_1186.png,岩中部分锆石阴极发光图像
D:\code\vit-gpt2\bigdata\geoimage_data\geo_1187.png,昌图泥盆纪岩浆岩野外和显微照片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_1188.png,艾雨头喀斯特铝土矿矿石结构的显微照片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_1189.png,中铝土矿样品硬水铝石及其共生矿物扫描电子显微镜图像
D:\code\vit-gpt2\bigdata\geoimage_data\geo_1190.png,底部铁质粘土岩样品中硬水铝石及其共生矿物扫描电子显微镜图像
D:\code\vit-gpt2\bigdata\geoimage_data\geo_1191.png,含矿岩系中共生硬水铝石赤铁矿和针铁矿的扫描电子显微镜图像以及元素能
D:\code\vit-gpt2\bigdata\geoimage_data\geo_1192.png,云开紫苏花岗岩的野外照片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_1193.png,云开紫苏花岗岩的显微结构照片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_1194.png,长江岩体中蚀变晶质铀矿背散射及元素面扫描图像据
D:\code\vit-gpt2\bigdata\geoimage_data\geo_1195.png,侏罗纪花岗岩体不同岩性间的侵位接触关系
D:\code\vit-gpt2\bigdata\geoimage_data\geo_1196.png,侏罗纪花岗岩相关的锂矿化作用
D:\code\vit-gpt2\bigdata\geoimage_data\geo_1197.png,花岗岩中的云英岩
D:\code\vit-gpt2\bigdata\geoimage_data\geo_1198.png,花岗岩的伟晶岩壳
D:\code\vit-gpt2\bigdata\geoimage_data\geo_1199.png,难言岛闪长质岩石岩野外地质照片和镜下照片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_1200.png,难言岛闪长质岩石锆石图像示锆石靶点的
D:\code\vit-gpt2\bigdata\geoimage_data\geo_1201.png,曼兵花岗闪长岩体野外及镜下特征
D:\code\vit-gpt2\bigdata\geoimage_data\geo_1202.png,曼兵花岗闪长岩样品和斜长角闪岩样品锆石图像及测点位置
D:\code\vit-gpt2\bigdata\geoimage_data\geo_1203.png,岩石样品野外露头照片与正交偏光镜下显微照片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_1204.png,马场岩体野外特征
D:\code\vit-gpt2\bigdata\geoimage_data\geo_1205.png,马场岩体正交偏光下岩相学特征
D:\code\vit-gpt2\bigdata\geoimage_data\geo_1206.png,研究区基性岩墙薄片的显微照片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_1207.png,玄武岩岩相学特征
D:\code\vit-gpt2\bigdata\geoimage_data\geo_1208.png,金斗坡金矿与面理特征
D:\code\vit-gpt2\bigdata\geoimage_data\geo_1209.png,金斗坡金矿体及矿石光薄片显微照片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_1210.png,构造面理特征
D:\code\vit-gpt2\bigdata\geoimage_data\geo_1211.png,金矿石中晚期黑云母石榴石产出特征
D:\code\vit-gpt2\bigdata\geoimage_data\geo_1212.png,中段矿体及矿石显微照片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_1213.png,黄龙金矿矿石镜下显微照片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_1214.png,表壳岩中石榴黑云母片麻岩石榴花岗岩地质剖面图以及剖面上局
D:\code\vit-gpt2\bigdata\geoimage_data\geo_1215.png,表壳岩石榴黑云母片麻岩和石榴花岗岩镜下显微照片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_1216.png,惠民岩组构造变形特征
D:\code\vit-gpt2\bigdata\geoimage_data\geo_1217.png,惠民岩组露头照片及显微结构照片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_1218.png,迦巴瓦变基性混合岩标本及显微照片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_1219.png,中二叠世早三叠世岩体的宏观特征左栏和正交偏光下显微特征右栏
D:\code\vit-gpt2\bigdata\geoimage_data\geo_1220.png,组砂岩和下三叠统老龙头组砂岩镜下照片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_1221.png,组和老龙头组锆石图像及测点位置
D:\code\vit-gpt2\bigdata\geoimage_data\geo_1222.png,青城子大顶子细粒二长花岗岩和卧龙泉似斑状黑云母二长花岗岩标本照片及其正交偏光显微镜照片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_1223.png,青城子大顶子岩体和卧龙泉岩体锆石阴极发光图像
D:\code\vit-gpt2\bigdata\geoimage_data\geo_1224.png,杂岩野外照片和显微照片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_1225.png,金波粗粒二长花岗岩和辉绿岩脉的野外照片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_1226.png,金波二长花岗岩和辉绿岩的显微镜下照片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_1227.png,矿石手标本及镜下照片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_1228.png,层状及脉状矿体的矿石组构特征和英安岩特征
D:\code\vit-gpt2\bigdata\geoimage_data\geo_1229.png,英安岩中锆石图像测点及其
D:\code\vit-gpt2\bigdata\geoimage_data\geo_1230.png,样品的元素面扫描图像和辉砷钴矿的分布特点
D:\code\vit-gpt2\bigdata\geoimage_data\geo_1231.png,样品的硅化蚀变铁白云石化蚀变和铁白云石的菱铁矿化蚀变的显微照片和元素面扫描图
D:\code\vit-gpt2\bigdata\geoimage_data\geo_1232.png,样品的钠长石的绢云母化钾长石化和绿泥石化蚀变的显微照片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_1233.png,大横路铜钴矿体原始沉积阶段显微结构照片钻孔样品
D:\code\vit-gpt2\bigdata\geoimage_data\geo_1234.png,大横路铜钴矿体变质变形阶段显微结构照片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_1235.png,大横路铜钴矿体热液阶段显微结构照片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_1236.png,变质变形阶段的矿物组合显微结构照片绢云母和黑云母的矿物成分特点和进变质峰期变质
D:\code\vit-gpt2\bigdata\geoimage_data\geo_1237.png,样品中黄铜矿与黄铁矿磁黄铁矿和硫镍钴矿的结构关系
D:\code\vit-gpt2\bigdata\geoimage_data\geo_1238.png,斜长角闪岩野外照片和显微照片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_1239.png,岩野外照片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_1240.png,花岗片麻岩正交偏光和单偏光显微照片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_1241.png,宁家湾变质辉长岩的镜下特征样品
D:\code\vit-gpt2\bigdata\geoimage_data\geo_1242.png,宁家湾变质辉长岩样品的锆石阴极发光图像和谐和图
D:\code\vit-gpt2\bigdata\geoimage_data\geo_1243.png,锌日光榴石环带结构
D:\code\vit-gpt2\bigdata\geoimage_data\geo_1244.png,变质杂岩带斜长角闪岩野外和镜下照片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_1245.png,沅金矿田花岗斑岩野外与显微照片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_1246.png,库曲岩体锂辉石产状图像和显微镜下透射光照片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_1247.png,库曲岩体绿柱石的图像
D:\code\vit-gpt2\bigdata\geoimage_data\geo_1248.png,岩体及矽卡岩矿化特征
D:\code\vit-gpt2\bigdata\geoimage_data\geo_1249.png,吉隆二云母花岗岩伟晶岩及细晶岩的野外露头手标本显微照片和背散射电子图像
D:\code\vit-gpt2\bigdata\geoimage_data\geo_1250.png,吉隆二云母花岗岩和伟晶岩细晶岩中云母的背散射电子图像
D:\code\vit-gpt2\bigdata\geoimage_data\geo_1251.png,吉隆细晶岩中云母的背散射电子图像和元素面扫描图
D:\code\vit-gpt2\bigdata\geoimage_data\geo_1252.png,同构造淡色花岗岩的野外特征
D:\code\vit-gpt2\bigdata\geoimage_data\geo_1253.png,然巴淡色花岗岩显微照片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_1254.png,告乌淡色花岗岩野外和岩石特征
D:\code\vit-gpt2\bigdata\geoimage_data\geo_1255.png,然巴淡色花岗岩野外特征
D:\code\vit-gpt2\bigdata\geoimage_data\geo_1256.png,然巴二云母花岗岩及白云母花岗岩中石英的显微照片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_1257.png,然巴二云母花岗岩中石英和白云母花岗岩中石英的图像
D:\code\vit-gpt2\bigdata\geoimage_data\geo_1258.png,喜马拉雅琼嘉岗伟晶岩型锂矿野外露头照片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_1259.png,琼嘉岗锂辉石伟晶岩不同结构带中典型样品照片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_1260.png,喜马拉雅琼嘉岗伟晶岩型锂矿野外露头照片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_1261.png,喜马拉雅琼嘉岗伟晶岩型锂矿各结构带照片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_1262.png,琼嘉岗锂辉石伟晶岩中锂辉石及共生稀有金属矿物显微图片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_1263.png,不同期次闪锌矿矿石手标本及镜下照片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_1264.png,早期闪锌矿元素含量图像结构相似度对比
D:\code\vit-gpt2\bigdata\geoimage_data\geo_1265.png,晚期闪锌矿元素含量图像结构相似度对比
D:\code\vit-gpt2\bigdata\geoimage_data\geo_1266.png,富碳酸岩的野外照片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_1267.png,富碳酸岩的显微照片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_1268.png,不同成矿阶段典型照片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_1269.png,组野外照片及镜下照片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_1270.png,木里混杂带野外露头照片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_1271.png,木里混杂带野外露头照片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_1272.png,木里混杂带野外露头照片
D:\code\vit-gpt2\bigdata\geoimage_data\geo_1273.png,枕状玄武岩粗面玄武岩和熔体包裹体显微组构特征
